,fundo,data_pagamento,cotacao,dy,rendimento
442,MALL11,14.05.2021,"R$ 92,91","0,43%","R$ 0,40"
443,MALL11,15.04.2021,"R$ 88,45","0,51%","R$ 0,45"
444,MALL11,12.03.2021,"R$ 93,20","0,64%","R$ 0,60"
445,MALL11,12.02.2021,"R$ 97,94","0,63%","R$ 0,62"
446,MALL11,15.01.2021,"R$ 97,92","0,63%","R$ 0,62"
447,MALL11,14.12.2020,"R$ 89,23","0,65%","R$ 0,58"
448,MALL11,16.11.2020,"R$ 82,47","0,58%","R$ 0,48"
449,MALL11,15.10.2020,"R$ 85,48","0,41%","R$ 0,35"
450,MALL11,15.09.2020,"R$ 85,49","0,35%","R$ 0,30"
451,MALL11,14.08.2020,"R$ 79,46","0,19%","R$ 0,15"
452,MALL11,14.07.2020,"R$ 80,84","0,17%","R$ 0,14"
453,MALL11,12.06.2020,"R$ 76,55","0,14%","R$ 0,11"
454,MALL11,15.05.2020,"R$ 78,99","0,15%","R$ 0,12"
455,MALL11,15.04.2020,"R$ 76,16","0,53%","R$ 0,40"
456,MALL11,13.03.2020,"R$ 0,00","0,00%","R$ 0,50"
457,MALL11,14.02.2020,"R$ 0,00","0,00%","R$ 0,81"
458,MALL11,15.01.2020,"R$ 0,00","0,00%","R$ 0,36"
459,MALL11,13.12.2019,"R$ 0,00","0,00%","R$ 0,34"
460,MALL11,14.11.2019,"R$ 0,00","0,00%","R$ 0,43"
461,MALL11,14.10.2019,"R$ 0,00","0,00%","R$ 0,56"
462,MALL11,13.09.2019,"R$ 0,00","0,00%","R$ 0,61"
463,MALL11,14.08.2019,"R$ 0,00","0,00%","R$ 0,60"
464,MALL11,15.07.2019,"R$ 0,00","0,00%","R$ 0,60"
465,MALL11,14.06.2019,"R$ 0,00","0,00%","R$ 0,60"
466,MALL11,15.05.2019,"R$ 0,00","0,00%","R$ 0,60"
467,MALL11,12.04.2019,"R$ 0,00","0,00%","R$ 0,60"
468,MALL11,18.03.2019,"R$ 0,00","0,00%","R$ 0,60"
469,MALL11,14.02.2019,"R$ 0,00","0,00%","R$ 0,74"
470,MALL11,15.01.2019,"R$ 0,00","0,00%","R$ 0,64"
471,MALL11,14.12.2018,"R$ 0,00","0,00%","R$ 0,64"
472,MALL11,16.11.2018,"R$ 0,00","0,00%","R$ 0,62"
473,MALL11,15.10.2018,"R$ 0,00","0,00%","R$ 0,62"
474,MALL11,17.09.2018,"R$ 0,00","0,00%","R$ 0,62"
475,MALL11,14.08.2018,"R$ 0,00","0,00%","R$ 0,62"
476,MALL11,13.07.2018,"R$ 0,00","0,00%","R$ 0,62"
477,MALL11,14.06.2018,"R$ 0,00","0,00%","R$ 0,62"
478,MALL11,15.05.2018,"R$ 0,00","0,00%","R$ 0,61"
479,MALL11,13.04.2018,"R$ 0,00","0,00%","R$ 0,67"
480,MALL11,14.03.2018,"R$ 0,00","0,00%","R$ 0,50"
481,MALL11,16.02.2018,"R$ 0,00","0,00%","R$ 0,48"
